Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_first_commit,file_last_commit
sergarb1,CursoIntroduccionADocker,search_results/sergarb1/CursoIntroduccionADocker/FuentesCurso/UD 08. Introduccion a Kubernetes/Ficheros casos practicos UD08/CasoPractico1-Flask/autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,23,2021-03-01T17:59:44Z,2025-02-20T15:04:24Z,2021-04-21T22:09:37Z,2021-04-21T22:09:37Z
serenasensini,Kubernetes,search_results/serenasensini/Kubernetes/Cap 14/autoscaler/hpa-stabilizationWindowSeconds-avg.yaml,1,autoscaling/v2,False,memory,Resource,500Mi,True,12,2023-01-03T16:03:57Z,2024-02-25T21:53:24Z,2023-05-02T14:34:29Z,2023-05-02T14:34:29Z
serbent,ca-workrepo,search_results/serbent/ca-workrepo/59-60/kubernetes/clusterip/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2024-09-24T16:28:08Z,2025-02-24T17:50:02Z,2025-01-16T19:08:33Z,2025-01-16T19:08:33Z
selkies-project,selkies-gstreamer,search_results/selkies-project/selkies-gstreamer/infra/gke/manifests/coturn/coturn-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,453,2021-09-20T02:40:04Z,2025-03-28T12:14:24Z,2022-01-03T20:08:12Z,2023-06-15T01:42:01Z
selectel,mks-gpu-examples,search_results/selectel/mks-gpu-examples/kubernetes/vllm/ha/hpa.yml,1,autoscaling/v2,False,vllm_request_latency_seconds,Pods,200m,False,4,2024-08-08T10:04:19Z,2024-08-26T15:20:04Z,2024-08-09T14:08:32Z,2024-08-14T15:27:07Z
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/dashboard/kustomize/custom/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-06-23T04:15:00Z,2023-06-23T04:15:00Z
solo-io,aoa-catalog,search_results/solo-io/aoa-catalog/environments/istio/ambient-demo/uniform-apps/apps/1-namespace-app/ambient/waypoints/hpa-per-namespace.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,16,2023-02-07T17:47:41Z,2025-04-02T22:41:09Z,2024-03-15T01:43:29Z,2024-05-16T03:18:11Z
skippednote,ha-mautic-k8s,search_results/skippednote/ha-mautic-k8s/hpa.yml,1,autoscaling/v1,False,cpu,Resource,50,False,7,2022-12-25T13:56:15Z,2022-12-25T13:56:44Z,2022-12-25T13:55:39Z,2022-12-25T13:55:39Z
NarrativeCompany,narrative,search_results/NarrativeCompany/narrative/kubernetes/narrative-core/dev/narrative-core-hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,150,False,8,2020-01-03T15:02:46Z,2020-06-15T19:31:13Z,2020-01-09T17:48:42Z,2020-01-09T17:48:42Z
Musicminion,2022-2023-1-Cloud-OS,search_results/Musicminion/2022-2023-1-Cloud-OS/k8s_hw(2023)/config/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,40,True,6,2023-02-20T12:01:54Z,2023-06-11T11:40:07Z,2023-06-05T09:02:30Z,2023-06-05T09:02:30Z
MasterCruelty,Thesis-IAC,search_results/MasterCruelty/Thesis-IAC/yaml/catnip.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,4,2023-01-24T17:36:38Z,2025-01-07T23:16:20Z,2023-02-01T11:46:39Z,2023-02-06T11:01:02Z
Luka-Spa,SwipeRight,search_results/Luka-Spa/SwipeRight/k8s/profile/profile-autoscale.yaml,1,autoscaling/v2beta2,False,memory,Resource,100Mi,False,4,2022-02-18T09:10:01Z,2022-06-14T09:44:46Z,2022-05-25T12:50:21Z,2022-05-25T12:50:21Z
LuukEbenau,LetsChess,search_results/LuukEbenau/LetsChess/kubernetes/elasticsearch/logging-autoscale.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2021-04-05T10:15:55Z,2021-06-22T22:01:17Z,2021-05-28T08:40:14Z,2021-05-28T09:05:30Z
Light-House-AI,Lighthouse,search_results/Light-House-AI/Lighthouse/deploy/k8s/nn-generator.yml,1,autoscaling/v2,False,memory,Resource,,False,2,2022-04-06T20:10:43Z,2022-07-21T13:41:10Z,2022-06-10T02:02:31Z,2022-06-10T02:02:31Z
Lpfigueiredo,k8s-basics,search_results/Lpfigueiredo/k8s-basics/8-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2024-01-24T15:11:24Z,2024-01-26T16:43:49Z,2024-01-26T15:10:12Z,2024-01-26T16:41:57Z
JinwonPark,arisu1000,search_results/JinwonPark/arisu1000/autoscaling/autoscaling.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,30,False,2,2021-12-22T13:27:59Z,2021-12-22T13:28:48Z,2019-12-25T12:57:00Z,2019-12-25T12:57:00Z
JailtonJunior94,api-person,search_results/JailtonJunior94/api-person/.k8s/hpas/api-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,25,False,3,2020-10-02T00:46:06Z,2021-04-30T17:57:05Z,2021-04-30T17:51:52Z,2021-04-30T17:51:52Z
J0hn-B,eshop,search_results/J0hn-B/eshop/services/payment/templates/payment-hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,85,False,4,2020-09-21T13:47:22Z,2021-01-12T19:02:12Z,2020-09-25T23:09:24Z,2021-01-06T14:14:14Z
J0hn-B,eshop,search_results/J0hn-B/eshop/services/shipping/templates/shipping-hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,85,False,4,2020-09-21T13:47:22Z,2021-01-12T19:02:12Z,2020-09-25T23:09:24Z,2021-01-06T14:14:14Z
HoussemDellai,k8s-scalability,search_results/HoussemDellai/k8s-scalability/hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,10,2020-07-24T12:41:56Z,2023-11-30T15:02:58Z,2020-07-24T12:42:56Z,2020-07-24T12:42:56Z
He-Jingkai,mini-kubernetes,search_results/He-Jingkai/mini-kubernetes/presentation/autoscaler/new_version/autoscaler_cpu.yaml,1,autoscaling/v2beta1,False,memory,memory,"{'targetMinValue': '0M', 'targetMaxValue': '10000M'}",False,2,2022-06-22T09:32:48Z,2023-01-05T11:01:22Z,2022-05-30T16:32:37Z,2022-06-01T12:16:35Z
HariSekhon,Kubernetes-configs,search_results/HariSekhon/Kubernetes-configs/github-actions/base/github-actions-runner-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,478,2020-09-16T14:21:03Z,2025-02-06T13:41:39Z,2023-05-10T01:40:16Z,2023-05-10T01:40:16Z
HSLdevcom,digitransit-kubernetes-deploy,search_results/HSLdevcom/digitransit-kubernetes-deploy/roles/aks-apply/files/prod/hsl-map-server-hpa-prod.yml,1,autoscaling/v2,False,cpu,Resource,20,True,2,2019-06-27T11:45:31Z,2025-04-05T08:14:03Z,2024-11-28T07:17:39Z,2024-12-03T06:07:35Z
Grupo-68-FIAP,Fiap.McTech,search_results/Grupo-68-FIAP/Fiap.McTech/kubernetes/mctech-api.yml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2024-04-23T02:28:19Z,2025-01-30T01:41:00Z,2024-07-29T18:45:48Z,2024-10-01T21:27:50Z
GoogleCloudPlatform,k8s-config-connector,search_results/GoogleCloudPlatform/k8s-config-connector/config/installbundle/components/webhook/autoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,941,2019-04-08T07:41:30Z,2025-04-06T14:26:36Z,2022-05-03T01:36:58Z,2023-07-13T20:49:51Z
GoogleCloudPlatform,k8s-config-connector,search_results/GoogleCloudPlatform/k8s-config-connector/install-bundles/install-bundle-gcp-identity/0-cnrm-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,941,2019-04-08T07:41:30Z,2025-04-06T14:26:36Z,2020-05-11T16:39:12Z,2024-11-13T02:23:13Z
GoogleCloudPlatform,k8s-config-connector,search_results/GoogleCloudPlatform/k8s-config-connector/install-bundles/install-bundle-workload-identity/0-cnrm-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,941,2019-04-08T07:41:30Z,2025-04-06T14:26:36Z,2020-05-11T16:39:12Z,2024-11-13T02:23:13Z
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/prior_learning_assessment/kustomize/custom/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-07-06T13:24:50Z,2023-07-08T14:20:35Z
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/lti/kustomize/prod/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2022-12-22T10:17:05Z,2023-05-17T12:25:14Z
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/lti/kustomize/custom/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2022-12-22T10:17:05Z,2023-05-17T12:25:14Z
GoogleCloudPlatform,cloud-builders,search_results/GoogleCloudPlatform/cloud-builders/gke-deploy/deployer/testing/expected-suggested/no-config.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,1395,2016-06-21T17:01:33Z,2025-03-12T22:13:00Z,2019-11-25T16:56:21Z,2024-02-02T20:44:49Z
GoogleCloudPlatform,click-to-deploy-solutions,search_results/GoogleCloudPlatform/click-to-deploy-solutions/gke-autopilot-hpa/build/hpa-example.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,95,2022-12-16T18:26:08Z,2025-03-31T10:43:21Z,2024-01-06T16:46:28Z,2024-01-06T16:46:28Z
GoogleCloudPlatform,apigee-anthos-service-mesh-demo,search_results/GoogleCloudPlatform/apigee-anthos-service-mesh-demo/api-ingress/kubernetes-manifests/deployment.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,39,2022-04-20T00:11:55Z,2025-03-28T22:43:36Z,2022-04-22T19:23:17Z,2023-08-14T21:45:18Z
GoogleCloudPlatform,anthos-service-mesh-samples,search_results/GoogleCloudPlatform/anthos-service-mesh-samples/docs/ingress-gateway-external-lb/ingress-gateway-nonroot.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,42,2020-06-10T17:07:29Z,2025-04-01T03:02:53Z,2023-08-25T15:29:53Z,2023-08-25T15:29:53Z
GoogleCloudPlatform,anthos-service-mesh-samples,search_results/GoogleCloudPlatform/anthos-service-mesh-samples/docs/ingress-gateway-external-lb/ingress-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,42,2020-06-10T17:07:29Z,2025-04-01T03:02:53Z,2022-08-22T21:30:20Z,2022-08-22T21:30:20Z
GoogleCloudPlatform,anthos-service-mesh-packages,search_results/GoogleCloudPlatform/anthos-service-mesh-packages/samples/gateways/istio-egressgateway/autoscaling-v2beta1.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,136,2020-02-06T18:07:31Z,2025-04-04T07:41:14Z,2022-05-09T23:39:10Z,2022-05-09T23:39:10Z
FredericoTeix,cn-nyc-bv-g10,search_results/FredericoTeix/cn-nyc-bv-g10/config/trips.yaml,1,autoscaling/v2beta2,False,cpu,Resource,40,False,3,2022-03-16T10:37:25Z,2022-06-07T23:12:58Z,2022-04-03T13:13:12Z,2022-06-02T02:22:16Z
EchoSkorJjj,IS213-Education-Helper,search_results/EchoSkorJjj/IS213-Education-Helper/deployment/kubernetes/simple/subscriptions/subscriptions-service-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,True,7,2024-02-17T04:25:45Z,2024-05-03T14:39:56Z,2024-05-03T14:39:51Z,2024-05-03T14:39:51Z
EchoSkorJjj,IS213-Education-Helper,search_results/EchoSkorJjj/IS213-Education-Helper/deployment/kubernetes/simple/contents/contents-service-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,True,7,2024-02-17T04:25:45Z,2024-05-03T14:39:56Z,2024-05-03T14:39:51Z,2024-05-03T14:39:51Z
EchoSkorJjj,IS213-Education-Helper,search_results/EchoSkorJjj/IS213-Education-Helper/deployment/kubernetes/simple/fileprocessor/fileprocessor-service-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,75,True,7,2024-02-17T04:25:45Z,2024-05-03T14:39:56Z,2024-05-03T14:39:51Z,2024-05-03T14:39:51Z
EC528-Fall-2024,automation-snowflake-harness,search_results/EC528-Fall-2024/automation-snowflake-harness/harness_delegate_deployment/harness-delegate.yaml,1,autoscaling/v2,False,memory,Resource,70,False,6,2024-09-16T15:46:44Z,2024-12-09T23:10:52Z,2024-10-23T04:37:03Z,2024-10-23T04:48:43Z
stefanprodan,podinfo,search_results/stefanprodan/podinfo/deploy/secure/frontend/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,99,False,5564,2018-01-05T14:19:59Z,2025-03-21T22:40:15Z,2020-11-17T23:04:35Z,2023-03-09T08:23:00Z
starmanv4,react-typescript-docker,search_results/starmanv4/react-typescript-docker/infra/k8s/client-depl.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,6,2024-09-15T08:25:32Z,2024-09-15T08:25:55Z,2023-03-30T11:46:43Z,2023-04-12T10:47:20Z
starmanv4,react-typescript-docker,search_results/starmanv4/react-typescript-docker/eg.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,6,2024-09-15T08:25:32Z,2024-09-15T08:25:55Z,2023-04-12T10:47:20Z,2023-04-12T10:47:20Z
srobinson,unicode-wiki,search_results/srobinson/unicode-wiki/.k8s/default/HorizontalPodAutoscaler.uw-wiki-service-web.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,9,2018-11-21T17:43:35Z,2019-03-11T22:55:23Z,2019-01-01T15:32:13Z,2019-01-01T15:32:13Z
srinandan,sample-apps,search_results/srinandan/sample-apps/kubernetes-manifests/inventory.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,7,2019-12-26T23:14:05Z,2024-06-12T22:54:51Z,2024-03-17T17:26:58Z,2024-03-17T17:26:58Z
srinandan,sample-apps,search_results/srinandan/sample-apps/orders-gql/orders-gql.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,7,2019-12-26T23:14:05Z,2024-06-12T22:54:51Z,2020-01-01T20:30:41Z,2024-01-12T04:54:32Z
srcmesh-workshop,kubernetes-adoption-hands-on,search_results/srcmesh-workshop/kubernetes-adoption-hands-on/k8s-object/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,31,2020-07-14T04:42:26Z,2023-10-14T06:52:48Z,2020-07-14T17:04:21Z,2020-07-14T17:04:21Z
spyker77,eda,search_results/spyker77/eda/k8s/microservices/shipment_management/hpa.yml,1,autoscaling/v2,False,cpu,Resource,80,False,3,2023-08-27T16:55:26Z,2023-10-04T12:26:57Z,2023-09-24T15:33:41Z,2023-09-24T15:33:41Z
sowers-io,bosca,search_results/sowers-io/bosca/kubernetes/analytics-frontend/hpa.yaml,1,autoscaling/v2,False,memory,Resource,450Mi,False,2,2024-10-28T22:42:53Z,2025-04-06T18:56:59Z,2024-11-05T03:12:07Z,2025-03-19T04:43:41Z
sonaikar,k8splayground,search_results/sonaikar/k8splayground/hpa/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2020-05-10T19:23:47Z,2025-03-16T02:17:18Z,2020-05-24T16:36:48Z,2020-05-24T18:56:10Z
GoogleCloudPlatform,cloud-learning-platform,search_results/GoogleCloudPlatform/cloud-learning-platform/microservices/student_learner_profile/kustomize/prod/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,60,False,34,2022-10-31T14:04:20Z,2025-03-31T22:30:07Z,2023-05-23T10:54:25Z,2023-07-20T10:26:39Z
Cxs1103,Kubernetes.config,search_results/Cxs1103/Kubernetes.config/manifests/hpa/hpa-mem.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,3,2021-08-28T14:32:05Z,2025-04-05T17:30:23Z,2022-09-13T01:12:02Z,2022-09-13T01:12:02Z
CemalUnal,cloud-native-application-development-workshop,search_results/CemalUnal/cloud-native-application-development-workshop/sample-app-kubernetes-manifests/3-backend.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,7,2019-06-26T19:56:50Z,2020-03-30T10:38:24Z,2020-03-29T21:38:19Z,2020-03-29T21:38:19Z
CaptainFluffyToes,DAP4MAC,search_results/CaptainFluffyToes/DAP4MAC/files/manifests/dap/dapAccessManifest.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,10,False,4,2019-05-28T11:19:05Z,2020-09-10T15:44:37Z,2019-08-29T14:47:29Z,2020-05-08T17:44:32Z
CS3219-AY2324S1,ay2324s1-course-assessment-g11,search_results/CS3219-AY2324S1/ay2324s1-course-assessment-g11/deployment/gke-prod-manifests/user-service-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2023-08-31T06:31:27Z,2023-11-18T08:35:16Z,2023-10-23T09:48:16Z,2023-10-23T09:48:16Z
CS3219-AY2324S1,ay2324s1-course-assessment-g11,search_results/CS3219-AY2324S1/ay2324s1-course-assessment-g11/deployment/gke-prod-manifests/matching-service-autoscaling.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2023-08-31T06:31:27Z,2023-11-18T08:35:16Z,2023-10-23T09:48:16Z,2023-10-23T09:48:16Z
CAVEconnectome,CAVEdeployment,search_results/CAVEconnectome/CAVEdeployment/kubetemplates/proxy.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2022-01-10T20:17:20Z,2025-04-01T22:00:34Z,2022-02-02T23:27:58Z,2022-02-02T23:27:58Z
CAVEconnectome,CAVEdeployment,search_results/CAVEconnectome/CAVEdeployment/kubetemplates/materialize.yml,1,autoscaling/v2,False,memory,Resource,75,False,2,2022-01-10T20:17:20Z,2025-04-01T22:00:34Z,2022-02-02T23:27:58Z,2025-04-01T22:00:29Z
CAVAh,tech-challenge,search_results/CAVAh/tech-challenge/infra/hpa.yml,1,autoscaling/v2,False,cpu,Resource,60,False,3,2023-11-29T20:40:43Z,2024-04-26T04:55:14Z,2024-03-06T23:49:48Z,2024-03-08T00:49:16Z
technoavengers,Kubernetes_Fundamentals,search_results/technoavengers/Kubernetes_Fundamentals/k8s_operations/hpa/autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,4,2021-08-18T05:27:28Z,2023-12-05T15:18:07Z,2022-01-11T12:56:24Z,2022-01-11T12:56:24Z
tektoncd,operator,search_results/tektoncd/operator/cmd/kubernetes/operator/kodata/webhook/webhook.yaml,1,autoscaling/v2,False,cpu,Resource,85,False,488,2019-07-11T09:09:10Z,2025-04-04T08:49:06Z,2021-03-02T08:32:27Z,2024-07-10T08:38:55Z
tao011110,mini-kubernetes,search_results/tao011110/mini-kubernetes/presentation/autoscaler/new_version/autoscaler_cpu.yaml,1,autoscaling/v2beta1,False,memory,memory,"{'targetMinValue': '0M', 'targetMaxValue': '10000M'}",False,3,2022-06-22T10:20:27Z,2022-06-22T16:40:03Z,2022-05-30T16:32:37Z,2022-06-01T12:16:35Z
sysnet4admin,_Lecture_k8s_learning.kit,search_results/sysnet4admin/_Lecture_k8s_learning.kit/A/A.022/5.hpa-custom-metrics.yaml,1,autoscaling/v2,False,nginx_http_requests_per_second,Pods,10,False,84,2021-04-23T22:59:01Z,2025-04-01T17:38:39Z,2022-06-03T08:05:02Z,2022-06-03T08:05:02Z
AnupDudhe,deleteafterpractice,search_results/AnupDudhe/deleteafterpractice/Ingress/Nginxmicro/deploymenthpa.yml,1,autoscaling/v2,False,cpu,Resource,50,False,4,2024-03-14T11:17:43Z,2025-04-06T13:29:30Z,2024-07-27T15:14:51Z,2024-07-27T15:18:01Z
18F,identity-loadtest,search_results/18F/identity-loadtest/coredns.yaml,1,autoscaling/v2,False,cpu,Resource,3,False,3,2020-03-24T18:34:02Z,2025-04-03T21:05:01Z,2022-10-27T21:24:58Z,2025-02-25T23:47:31Z
zhaodangxue,Minik8s,search_results/zhaodangxue/Minik8s/apiobjects/examples/pod/hpa-example.yaml,1,v1,False,CPUUtilizationPercentage,CPUUtilizationPercentage,30,False,3,2024-07-03T07:37:00Z,2024-07-11T14:33:04Z,2024-05-24T15:20:54Z,2024-05-30T14:37:31Z
zhaodangxue,Minik8s,search_results/zhaodangxue/Minik8s/controller/src/HPAController/test/hpa-example.yaml,1,v1,False,CPUUtilizationPercentage,CPUUtilizationPercentage,30,False,3,2024-07-03T07:37:00Z,2024-07-11T14:33:04Z,2024-05-25T09:11:43Z,2024-05-25T09:11:43Z
zabbix,zabbix-docker,search_results/zabbix/zabbix-docker/kubernetes.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2505,2016-08-03T07:36:01Z,2025-04-04T06:21:36Z,2018-02-13T14:34:08Z,2024-12-10T15:55:54Z
yurikrupnik,mussia33,search_results/yurikrupnik/mussia33/apps/rust/salvo_app/k8s/overlays/prod/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,3,2023-03-25T12:45:53Z,2025-04-05T19:48:57Z,2023-11-08T02:40:57Z,2023-11-08T02:40:57Z
yoskeoka,gihyo-docker-kuberbetes,search_results/yoskeoka/gihyo-docker-kuberbetes/ch08/ch08_3_2/hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,4,2018-09-23T12:54:06Z,2018-10-07T16:51:50Z,2018-09-23T12:54:58Z,2018-09-23T12:54:58Z
yokawasa,aksworkshop,search_results/yokawasa/aksworkshop/examples/captureorder-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2019-04-21T15:25:13Z,2019-04-22T06:39:34Z,2019-04-21T15:25:12Z,2019-04-21T15:25:12Z
yagrxu,aws-solutions,search_results/yagrxu/aws-solutions/eks-devops-demo/k8s-yaml/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2022-06-03T14:38:04Z,2024-04-29T10:00:24Z,2022-08-29T12:07:12Z,2022-08-29T12:07:12Z
wusted,kubernetes-install,search_results/wusted/kubernetes-install/24-hpa-all-metrics/04-hello-hpa-pods.yaml,1,autoscaling/v2,False,request-per-second,Pods,1k,False,2,2021-10-04T00:31:02Z,2023-03-09T03:58:13Z,2023-01-31T06:57:51Z,2023-02-01T04:57:44Z
woolrab6,upgraded-pi,search_results/woolrab6/upgraded-pi/kubernetes/config/app.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2022-08-25T14:55:30Z,2023-10-17T05:52:12Z,2022-08-25T14:55:31Z,2022-08-25T14:55:31Z
wikibook,docker-kubernetes,search_results/wikibook/docker-kubernetes/ch08/ch08_3_2/hpa.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,27,2019-03-13T06:06:21Z,2023-01-04T23:26:09Z,2019-03-13T06:07:03Z,2019-03-13T06:07:03Z
videocursoscloud,K8sAWSUdemyVCC,search_results/videocursoscloud/K8sAWSUdemyVCC/kubernetes-102/hpa/hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,80,False,13,2019-12-05T13:30:30Z,2021-03-20T03:00:14Z,2020-08-20T17:03:22Z,2020-08-21T12:03:21Z
a-nldisr,kubedemo,search_results/a-nldisr/kubedemo/kubernetes/external_v3/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,30,True,3,2021-03-23T16:51:24Z,2022-01-25T09:59:47Z,2021-05-22T09:40:55Z,2021-05-22T09:40:55Z
ZenHubHQ,zenhub-enterprise,search_results/ZenHubHQ/zenhub-enterprise/k8s-cluster/base/toad/autoscaling_v2beta2_horizontalpodautoscaler_toad-api.yaml,1,autoscaling/v2beta2,False,cpu,Resource,80,False,14,2020-11-05T16:44:40Z,2024-10-11T21:08:51Z,2021-01-16T03:23:54Z,2021-01-16T03:23:54Z
wescale,kubernetes-on-aws,search_results/wescale/kubernetes-on-aws/iac/layer-services/traefik-admin/traefik-deploy.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,5,2018-11-09T09:36:03Z,2019-02-07T11:51:59Z,2018-11-09T09:36:12Z,2018-11-09T09:36:12Z
warroyo,tmc-tap-eks-guide,search_results/warroyo/tmc-tap-eks-guide/config/dev/kafka-consumer/delivery.yml,1,autoscaling/v2,False,aws.kafka.sumoffsetlag,External,30,False,6,2023-12-13T18:18:59Z,2024-06-05T12:27:23Z,2023-12-20T20:53:07Z,2024-01-18T16:45:07Z
wafflestudio,waffle-world,search_results/wafflestudio/waffle-world/apps/snutt-prod/snutt-ev/snutt-ev.yaml,1,autoscaling/v2,False,cpu,Resource,40,False,32,2022-10-03T07:07:43Z,2025-04-04T14:27:56Z,2022-11-06T06:33:12Z,2025-03-27T12:26:48Z
vszal,secure-cicd-maven,search_results/vszal/secure-cicd-maven/k8s/base/hpa.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,4,2022-08-11T16:58:44Z,2022-11-09T00:00:57Z,2022-08-11T22:30:18Z,2022-08-11T22:30:18Z
visionhong,MLOps-DP,search_results/visionhong/MLOps-DP/release_patterns/model_in_image_pattern/manifests/deployment.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,2,2022-09-02T08:04:41Z,2022-12-28T01:00:40Z,2022-09-27T10:01:10Z,2022-09-27T10:01:10Z
viniciusfcf,gitops-examples,search_results/viniciusfcf/gitops-examples/kustomize/base/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2022-09-24T01:06:14Z,2022-09-29T12:05:37Z,2022-09-27T17:39:26Z,2022-09-27T17:39:26Z
viniciusfcf,gitops-examples,search_results/viniciusfcf/gitops-examples/plain-yaml/dev/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,5,2022-09-24T01:06:14Z,2022-09-29T12:05:37Z,2022-09-24T02:13:22Z,2022-09-27T14:30:26Z
vigsachi,erlang,search_results/vigsachi/erlang/models/hello_world/mem_autoscale/mem_autoscale_10.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,7,2024-03-02T23:08:27Z,2024-11-11T00:24:46Z,2024-03-02T23:11:40Z,2024-03-02T23:11:40Z
Azure,aks-app-routing-operator,search_results/Azure/aks-app-routing-operator/pkg/manifests/fixtures/nginx/default_version/kube-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,33,2022-03-29T17:30:46Z,2025-03-31T06:48:48Z,2024-07-17T17:24:02Z,2025-03-25T16:22:54Z
Azure,aks-app-routing-operator,search_results/Azure/aks-app-routing-operator/pkg/manifests/fixtures/nginx/v1.11.2/kube-system.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,33,2022-03-29T17:30:46Z,2025-03-31T06:48:48Z,2024-08-18T02:00:45Z,2025-03-03T21:06:54Z
