Owner,Project,File Path,hpa_count,apiVersion,Is Helm Template,Metric Name,Metric Type,Target Value,Has Behavior,stargazers_count,created_at,pushed_at,file_first_commit,file_last_commit
hbulpf,k8spath,search_results/hbulpf/k8spath/apps/kubeguide/source_code_v4/Chapter1/1.4.7 hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,90,False,5,2020-03-23T16:14:35Z,2021-09-01T15:20:38Z,2021-06-27T16:22:55Z,2021-06-27T16:22:55Z
hasura,learn-graphql,search_results/hasura/learn-graphql/k8s-manifest/tutorials/frontend/remix-firebase/tutorial-site/hpa.yaml,1,autoscaling/v2,False,memory,Resource,200Mi,False,1216,2019-09-23T10:55:57Z,2025-04-04T21:38:40Z,2022-07-22T10:10:57Z,2024-12-02T17:07:10Z
hackclub,replit-lifeboat,search_results/hackclub/replit-lifeboat/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,74,2024-08-17T16:04:41Z,2024-09-19T05:39:09Z,2024-09-03T00:38:13Z,2024-09-03T15:31:49Z
greeeg,cloud-architecture-fundamentals,search_results/greeeg/cloud-architecture-fundamentals/tracks/kubernetes-cluster/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,4,2020-11-07T15:13:38Z,2023-12-15T05:51:01Z,2020-11-12T20:50:29Z,2020-11-12T20:50:29Z
google,googlesre,search_results/google/googlesre/imageserver/kubernetes/download-frontend.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,165,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z,2023-05-12T16:54:15Z,2023-07-07T16:10:23Z
google,googlesre,search_results/google/googlesre/imageserver/kubernetes/search-frontend.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,165,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z,2023-05-12T16:54:15Z,2023-07-07T16:10:23Z
google,googlesre,search_results/google/googlesre/imageserver/kubernetes/download-backend.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,165,2022-03-24T15:35:38Z,2025-03-06T19:16:18Z,2023-05-12T16:54:15Z,2023-07-07T16:10:23Z
gjtempleton,k8s-autoscaling-by-example,search_results/gjtempleton/k8s-autoscaling-by-example/3-External-Metric-Scaling/rabbit-message-consumer-external-metrics-hpa.yaml,1,autoscaling/v2beta2,False,rabbitmq_queue_messages,External,10,False,20,2020-12-06T20:18:06Z,2024-05-29T17:09:07Z,2020-12-08T23:37:40Z,2020-12-08T23:37:40Z
VATSIM-Radar,vatsim-radar,search_results/VATSIM-Radar/vatsim-radar/.config/k8s/main/app.yml,1,autoscaling/v2,False,cpu,Resource,270,True,125,2024-03-22T13:34:03Z,2025-04-06T16:56:39Z,2024-12-07T09:48:30Z,2025-04-02T12:59:49Z
Topten1004,JwtToken-WebAPI,search_results/Topten1004/JwtToken-WebAPI/SparkTodo/manifests/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,7,2023-02-10T19:33:30Z,2023-02-10T19:40:36Z,2023-02-10T19:40:23Z,2023-02-10T19:40:23Z
TBeijen,klutch,search_results/TBeijen/klutch/examples/orphan.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,3,2020-06-26T11:01:33Z,2022-12-27T17:34:11Z,2020-04-27T19:40:02Z,2020-07-02T19:11:31Z
Statemood,jenkins-library,search_results/Statemood/jenkins-library/resources/io/rulin/templates/kubernetes/yaml/default/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,HPA_TARGET_CPU,False,55,2018-10-06T01:56:24Z,2024-11-04T10:42:57Z,2021-04-01T15:40:04Z,2021-04-01T15:40:04Z
SohamRatnaparkhi,blogx,search_results/SohamRatnaparkhi/blogx/k8s/updated/api_feed_manifest.yaml,1,autoscaling/v2,False,cpu,Resource,70,True,7,2023-06-02T12:26:30Z,2024-04-29T19:30:17Z,2024-04-29T19:30:13Z,2024-04-29T19:30:13Z
Shashankreddysunkara,NavVis-go-webapp,search_results/Shashankreddysunkara/NavVis-go-webapp/infra/helm-charts/go-webapp/templates/autoscaler.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2022-03-01T19:59:33Z,2023-03-10T15:03:09Z,2022-03-01T20:50:17Z,2022-03-02T20:26:46Z
Saurabhkr952,dev-portfolio-manifest,search_results/Saurabhkr952/dev-portfolio-manifest/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,3,2023-03-19T09:45:03Z,2024-08-28T04:26:07Z,2024-05-29T15:03:32Z,2024-05-29T15:03:32Z
ScorpioBroker,ScorpioBroker,search_results/ScorpioBroker/ScorpioBroker/KubernetesFile/dist-deployment-files/hpa/subscription-manager.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,63,2019-09-10T07:53:23Z,2025-04-02T14:55:22Z,2021-01-29T10:46:38Z,2021-01-29T10:46:38Z
ScorpioBroker,ScorpioBroker,search_results/ScorpioBroker/ScorpioBroker/KubernetesFile/dist-deployment-files/hpa/registry-subscription-manager.yaml,1,autoscaling/v1,False,,,,False,63,2019-09-10T07:53:23Z,2025-04-02T14:55:22Z,2022-02-08T04:34:00Z,2022-02-08T04:34:00Z
ScorpioBroker,ScorpioBroker,search_results/ScorpioBroker/ScorpioBroker/KubernetesFile/dist-no-eureka-deployment-files/hpa/subscription-manager.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,63,2019-09-10T07:53:23Z,2025-04-02T14:55:22Z,2021-12-22T06:34:16Z,2021-12-22T06:34:16Z
holtje,hive-config,search_results/holtje/hive-config/docwhat-manifests/street-cleaning.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,2,2020-06-24T22:36:44Z,2025-03-25T23:25:05Z,2020-10-02T20:25:49Z,2024-01-23T23:52:44Z
hlxwell,k8s-beginner-demo,search_results/hlxwell/k8s-beginner-demo/hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,12,2019-09-02T09:09:59Z,2023-03-07T00:55:23Z,2019-09-02T06:54:33Z,2019-09-02T06:54:33Z
hepyu,k8s-app-config,search_results/hepyu/k8s-app-config/yaml/min-cluster-allinone/tekton/pipeline/release.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,133,2019-04-22T11:26:09Z,2021-06-15T02:35:39Z,2021-02-04T12:27:02Z,2021-02-04T12:27:02Z
imgrbs,open-online-testing-api,search_results/imgrbs/open-online-testing-api/k8s-autoscale.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,2,2020-03-24T15:17:30Z,2024-08-26T16:20:51Z,2020-09-26T12:32:28Z,2020-09-26T12:32:28Z
iinux,JohannCarlFriedrichGauss,search_results/iinux/JohannCarlFriedrichGauss/karabiner/k8s/kubeadm/hpa/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,5,False,2,2016-08-01T14:44:47Z,2024-08-29T05:07:31Z,2022-11-13T14:23:48Z,2022-11-13T14:23:48Z
ihcsim,guest-demo,search_results/ihcsim/guest-demo/k8s/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,4,2018-08-28T23:01:39Z,2018-08-30T21:47:20Z,2018-08-28T23:00:54Z,2018-08-28T23:00:54Z
icebob,kantab,search_results/icebob/kantab/kubernetes/boards-deployment.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,142,2018-08-11T20:01:18Z,2022-09-04T16:19:28Z,2021-11-18T09:33:36Z,2022-06-11T15:08:48Z
icebob,kantab,search_results/icebob/kantab/kubernetes/activities-deployment.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,142,2018-08-11T20:01:18Z,2022-09-04T16:19:28Z,2021-11-18T09:33:36Z,2022-06-11T15:08:48Z
iamsamitdev,K8SBasicAfter,search_results/iamsamitdev/K8SBasicAfter/hpa-v2.yaml,1,autoscaling/v2,False,memory,Resource,20,True,2,2024-10-20T12:03:05Z,2024-10-20T12:03:56Z,2024-10-20T12:02:28Z,2024-10-20T12:02:28Z
iKubernetes,knative-in-practise,search_results/iKubernetes/knative-in-practise/deploy-knative/knative-v1.4.1/kafka/channel-consolidated.yaml,1,autoscaling/v2beta2,False,cpu,Resource,100,False,6,2022-02-28T09:21:35Z,2024-08-15T07:00:56Z,2022-06-01T09:16:31Z,2022-06-01T09:16:31Z
iKubernetes,Kubernetes_Advanced_Practical_2rd,search_results/iKubernetes/Kubernetes_Advanced_Practical_2rd/chapter15/hpa/hpa-v2-resources.yaml,1,autoscaling/v2beta2,False,memory,Resource,30Mi,True,92,2021-03-10T02:16:25Z,2022-09-16T09:31:45Z,2021-03-10T02:18:07Z,2021-03-10T02:18:07Z
huyongywl,Kubernetes_Advanced_Practical_2rd,search_results/huyongywl/Kubernetes_Advanced_Practical_2rd/chapter15/hpa/hpa-v2-resources.yaml,1,autoscaling/v2beta2,False,memory,Resource,30Mi,True,2,2021-07-14T09:03:22Z,2021-07-14T09:03:34Z,2021-03-10T02:18:07Z,2021-03-10T02:18:07Z
Virous77,Reetesh,search_results/Virous77/Reetesh/Deployment.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,8,2022-10-16T12:05:40Z,2025-04-06T16:33:22Z,2024-02-08T22:04:52Z,2024-04-18T06:34:25Z
Vicky-cmd,Springboot-V1,search_results/Vicky-cmd/Springboot-V1/deployments/deployment.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,70,False,2,2021-06-12T10:14:07Z,2022-04-17T08:39:22Z,2022-04-16T19:20:22Z,2022-04-16T19:20:22Z
jasonraimondi,scratchy,search_results/jasonraimondi/scratchy/k8s/04-web/horizontal_pod_autoscaler.yml,1,autoscaling/v2beta2,False,memory,Resource,85,False,8,2020-08-20T06:37:02Z,2022-11-17T03:15:28Z,2021-04-19T05:58:27Z,2021-04-19T05:58:27Z
jasonmcintosh,homelab-work,search_results/jasonmcintosh/homelab-work/applications/harness-smp/delegate.yml,1,autoscaling/v2,False,memory,Resource,70,False,11,2022-10-10T19:18:25Z,2025-04-04T23:40:06Z,2024-07-15T20:24:15Z,2025-04-01T03:56:39Z
jamalshahverdiev,kyverno,search_results/jamalshahverdiev/kyverno/kyvernorules/Yaml-Examples/ReplicaLimits+/HPA/hpa-scenario1.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,4,2023-04-25T12:09:30Z,2024-09-24T14:59:37Z,2023-08-05T12:12:59Z,2023-08-05T12:12:59Z
ivee-tech,wp-tech-brief,search_results/ivee-tech/wp-tech-brief/Demos/Module7/HPA/complex-web-hpa.yaml,1,autoscaling/v2,False,cpu,Resource,100m,True,2,2023-11-04T23:55:51Z,2024-10-02T06:42:25Z,2023-11-04T23:57:52Z,2023-11-04T23:57:52Z
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/01-PROGRAMMING/0x04-MonkeyGame2-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,2022-03-10T06:46:28Z
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/01-PROGRAMMING/0x07-PestPatrol-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,2022-03-10T06:46:28Z
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/06-WEB/0x06-Hunt-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,2022-03-10T06:46:28Z
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/06-WEB/0x07-AccountCreation-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,2022-03-10T06:46:28Z
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/07-PWN/0x03-PWNTheABTM-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,2022-03-10T06:46:28Z
issessions,ISSessionsCTF2022,search_results/issessions/ISSessionsCTF2022/07-PWN/0x07-UID-H/k8s/hpa.yml,1,autoscaling/v2beta2,False,cpu,Resource,80,True,11,2022-03-10T06:45:32Z,2022-03-10T06:47:49Z,2022-03-10T06:46:28Z,2022-03-10T06:46:28Z
irwinrex,kubernetes,search_results/irwinrex/kubernetes/hpa.yml,1,autoscaling/v2,False,memory,Resource,80,False,2,2024-08-19T16:26:15Z,2025-03-11T03:58:12Z,2024-08-20T04:23:48Z,2024-09-29T06:55:53Z
irwinrex,kubernetes,search_results/irwinrex/kubernetes/all.yml,1,autoscaling/v2,False,memory,Resource,80,False,2,2024-08-19T16:26:15Z,2025-03-11T03:58:12Z,2024-08-19T17:00:18Z,2024-10-16T16:45:01Z
kimschles,beginners_guide_to_k8s,search_results/kimschles/beginners_guide_to_k8s/app/hpa.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,75,False,8,2018-10-17T19:23:55Z,2018-12-26T18:08:16Z,2018-10-18T00:17:51Z,2018-10-18T20:32:09Z
kenerry-serain,not-so-simple-ecommerce-gitops,search_results/kenerry-serain/not-so-simple-ecommerce-gitops/production/application/notificator/templates/hpa.yml,1,autoscaling/v2,False,cpu,Resource,50,True,3,2024-09-14T22:25:16Z,2025-03-05T16:54:13Z,2025-01-16T09:57:26Z,2025-02-24T20:17:19Z
kenerry-serain,not-so-simple-ecommerce-gitops,search_results/kenerry-serain/not-so-simple-ecommerce-gitops/production/application/order/templates/hpa.yml,1,autoscaling/v2,False,cpu,Resource,50,True,3,2024-09-14T22:25:16Z,2025-03-05T16:54:13Z,2025-01-16T09:57:26Z,2025-02-24T20:17:19Z
kbj0109,kbj-nestjs-backend,search_results/kbj0109/kbj-nestjs-backend/infra/hpa.yaml,1,autoscaling/v2beta2,False,requests_per_second,Pods,2,False,3,2024-04-11T07:41:13Z,2024-11-27T16:01:57Z,2024-04-11T06:39:21Z,2024-04-11T06:39:21Z
kcl-lang,modules,search_results/kcl-lang/modules/horizontal-pod-auto-scaler/suite/bad.yaml,1,autoscaling/v2,False,cpu,Resource,900,False,25,2023-10-08T08:07:59Z,2025-03-30T07:45:16Z,2023-10-27T03:03:12Z,2023-10-27T03:03:12Z
kcl-lang,krm-kcl,search_results/kcl-lang/krm-kcl/examples/validation/horizontal-pod-auto-scaler/suite/bad.yaml,1,autoscaling/v2,False,cpu,Resource,900,False,23,2023-04-18T11:03:57Z,2025-03-31T15:06:00Z,2023-10-10T14:52:04Z,2023-10-10T14:52:04Z
karlkfi,acm-examples,search_results/karlkfi/acm-examples/multi-cluster-custom-metric-autoscaling/repos/pubsub-sample/deploy/clusters/cluster-east/namespaces/pubsub-sample/manifest.yaml,1,autoscaling/v2beta2,False,pubsub.googleapis.com|subscription|num_undelivered_messages,External,2,False,2,2021-04-13T18:41:50Z,2021-04-20T17:41:09Z,2021-04-19T19:23:00Z,2021-04-19T19:23:00Z
k8sdevopscookbook,src,search_results/k8sdevopscookbook/src/chapter7/hpa-my-ch7-app.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,15,2019-09-09T16:38:35Z,2020-03-18T22:04:33Z,2019-10-07T06:45:57Z,2019-10-07T06:45:57Z
k8s-dev-strategy,book,search_results/k8s-dev-strategy/book/chapter3/my-hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2022-09-19T18:02:51Z,2022-11-02T17:56:08Z,2022-11-02T17:56:01Z,2022-11-02T17:56:01Z
julianpoy,RecipeSage,search_results/julianpoy/RecipeSage/kube/configs/api.yml,1,autoscaling/v2,False,cpu,Resource,500m,False,703,2019-01-07T03:40:49Z,2025-04-06T19:13:01Z,2020-01-31T08:16:35Z,2024-03-10T22:41:00Z
julianpoy,RecipeSage,search_results/julianpoy/RecipeSage/kube/configs/browserless.yml,1,autoscaling/v2,False,cpu,Resource,400m,False,703,2019-01-07T03:40:49Z,2025-04-06T19:13:01Z,2020-03-10T23:22:20Z,2023-12-16T01:47:11Z
jpopesculian,banoogle,search_results/jpopesculian/banoogle/.manifests/banoogle.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,2,2022-04-08T14:53:43Z,2022-04-09T20:13:29Z,2022-04-09T20:13:24Z,2022-04-09T20:13:24Z
jrhuerta,celery-k8s-suffle-shard-with-autoscaling,search_results/jrhuerta/celery-k8s-suffle-shard-with-autoscaling/k8s/manifest.yaml,1,autoscaling/v2beta2,False,celery_queue_length,External,50,False,2,2020-11-12T18:58:53Z,2020-11-13T02:46:23Z,2020-11-12T18:57:01Z,2020-11-12T18:57:01Z
johnbedeir,End-to-End-DevOps-AWS-Nodejs-Postgres,search_results/johnbedeir/End-to-End-DevOps-AWS-Nodejs-Postgres/k8s/hpa.yml,1,autoscaling/v2beta2,False,memory,Resource,30,False,9,2023-10-02T19:51:23Z,2024-02-08T03:54:35Z,2023-12-29T21:12:13Z,2023-12-29T22:57:42Z
jittagornp,kubernetes-demo,search_results/jittagornp/kubernetes-demo/App-HorizontalPodAutoscaler.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,14,2020-07-19T05:53:46Z,2020-07-24T14:52:24Z,2020-07-19T05:53:13Z,2020-07-19T05:53:13Z
jasonwc,noobernetes.io,search_results/jasonwc/noobernetes.io/applications/sinatra/manifests/horizontal-pod-autoscaler.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,14,2018-05-18T20:31:57Z,2023-04-12T00:30:55Z,2018-05-20T23:20:13Z,2020-10-02T18:59:53Z
lbaf23,ptm-leaderboard,search_results/lbaf23/ptm-leaderboard/yaml/api-hpa.yml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2022-01-17T13:33:30Z,2022-06-01T12:30:54Z,2022-04-22T14:07:03Z,2022-05-06T14:05:01Z
kyegomez,Athena-Create,search_results/kyegomez/Athena-Create/kubernetes/athena-create-scale.yaml,1,autoscaling/v2beta2,False,cpu,Resource,50,False,6,2023-06-20T19:48:38Z,2023-06-30T23:37:00Z,2023-06-30T22:45:49Z,2023-06-30T22:45:49Z
kubevious,cli,search_results/kubevious/cli/samples/istio.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,52,2022-10-06T17:51:36Z,2025-03-29T00:32:11Z,2022-10-25T04:48:27Z,2022-10-25T04:48:27Z
kubeslice,examples,search_results/kubeslice/examples/kind/boutique/kubernetes-manifests/redis.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,25,2022-05-12T19:17:16Z,2024-11-21T17:46:01Z,2022-06-27T15:49:24Z,2022-06-27T15:49:24Z
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.4.6/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,2019-02-18T09:17:19Z
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.4.2/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,2019-02-18T09:17:19Z
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.4.5/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,2019-02-18T09:17:19Z
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch6.2.2/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,2019-02-18T09:17:19Z
kubernetes-practical-guide,examples,search_results/kubernetes-practical-guide/examples/ch7.3.1/manifests/mattermost/mattermost-hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,17,2019-02-18T09:22:10Z,2023-10-03T08:26:22Z,2019-02-18T09:17:19Z,2019-02-18T09:17:19Z
kubeflow,manifests,search_results/kubeflow/manifests/common/istio-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,899,2019-02-27T01:30:19Z,2025-04-05T22:24:36Z,2025-01-17T19:01:49Z,2025-03-06T17:30:24Z
kubeflow,manifests,search_results/kubeflow/manifests/common/istio-cni-1-24/cluster-local-gateway/base/cluster-local-gateway.yaml,1,autoscaling/v2,False,cpu,Resource,80,False,899,2019-02-27T01:30:19Z,2025-04-05T22:24:36Z,2025-01-17T19:01:49Z,2025-03-06T17:30:24Z
kuanmol,k8,search_results/kuanmol/k8/kube/second/Multi-tier Canary Deployment/backend/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,7,2024-10-10T10:21:05Z,2025-02-23T16:29:32Z,2025-02-16T11:16:37Z,2025-02-16T11:16:37Z
knative,operator,search_results/knative/operator/cmd/operator/kodata/ingress/1.14/kourier/kourier.yaml,1,autoscaling/v2,False,cpu,Resource,100,False,202,2020-03-24T17:33:49Z,2025-04-02T01:41:03Z,2024-04-25T20:04:13Z,2024-04-25T20:04:13Z
lvthao,k8s-doc,search_results/lvthao/k8s-doc/example/hpa/hpa-object.yaml,1,autoscaling/v2,False,cpu,Resource,50,False,2,2022-09-09T14:46:50Z,2024-09-22T00:28:28Z,2022-11-21T14:11:39Z,2022-11-21T14:11:39Z
luke-zhu,blueno,search_results/luke-zhu/blueno/cluster/server/k8s/server.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,2,2019-05-04T19:20:07Z,2022-11-22T03:33:43Z,2019-05-29T22:19:03Z,2019-05-29T22:19:03Z
ludesdeveloper,microservices-demo,search_results/ludesdeveloper/microservices-demo/Kubernetes-Manifests/microservices/templates/hpa-login-consumer.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2022-07-24T19:06:23Z,2022-07-25T02:34:45Z,2022-07-24T19:07:03Z,2022-07-24T19:07:03Z
ludesdeveloper,microservices-demo,search_results/ludesdeveloper/microservices-demo/Kubernetes-Manifests/microservices/templates/hpa-get-request.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2022-07-24T19:06:23Z,2022-07-25T02:34:45Z,2022-07-24T19:07:03Z,2022-07-24T19:07:03Z
lsst-ts,LOVE-integration-tools,search_results/lsst-ts/LOVE-integration-tools/deploy/k8s/hpa-manager.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,3,2019-01-10T18:48:58Z,2025-03-03T13:04:43Z,2022-01-28T20:41:23Z,2022-01-28T20:41:23Z
lokeshgupta1981,Python-Projects,search_results/lokeshgupta1981/Python-Projects/online-editor/v1/deployment/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,2,2023-12-08T07:03:42Z,2024-04-22T10:59:02Z,2024-01-07T06:13:30Z,2024-01-07T06:13:30Z
liguozhong,prometheus-arms-aliyun-demo,search_results/liguozhong/prometheus-arms-aliyun-demo/hpa.yaml,1,autoscaling/v2beta1,False,memory,Resource,,False,8,2019-09-18T06:42:54Z,2021-10-12T17:51:08Z,2019-09-18T06:57:51Z,2019-09-18T06:57:51Z
liferight,docker,search_results/liferight/docker/k8s/manifests/HPA/sample-metrics-app.yaml,1,autoscaling/v2beta1,False,,Object,,False,5,2016-12-15T07:37:15Z,2024-06-12T16:14:44Z,2018-04-13T02:00:36Z,2018-04-13T02:00:36Z
lifechurch,k8s-deploy-helper,search_results/lifechurch/k8s-deploy-helper/manifests/web/production/autoscale.yaml,1,autoscaling/v2beta1,False,cpu,Resource,,False,140,2017-12-21T21:26:01Z,2020-07-15T21:41:43Z,2018-11-08T15:58:42Z,2018-11-08T15:58:42Z
life1347,k8s-tutorial,search_results/life1347/k8s-tutorial/hpa/hpa.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,50,False,45,2018-03-07T01:00:54Z,2018-07-22T17:43:33Z,2018-03-17T03:00:22Z,2018-07-22T17:27:51Z
licaige,workFlow_G6-licaige,search_results/licaige/workFlow_G6-licaige/demo_web/picker/uppy-main/packages/@uppy/companion/infra/kube/companion/companion-kube.yaml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,80,False,6,2024-02-19T06:41:29Z,2024-05-07T06:55:12Z,2024-03-27T08:06:56Z,2024-03-27T08:06:56Z
lerndevops,kubernetes,search_results/lerndevops/kubernetes/other/slproject.yml,1,autoscaling/v1,False,targetCPUUtilizationPercentage,targetCPUUtilizationPercentage,60,False,196,2019-12-23T06:01:44Z,2025-02-21T10:49:38Z,2021-08-01T16:30:27Z,2021-08-01T17:05:15Z
legn0,ProyectoInf326-SIGA2,search_results/legn0/ProyectoInf326-SIGA2/Schedule/manifests/hpa.yaml,1,autoscaling/v2,False,cpu,Resource,70,False,2,2024-10-06T20:29:08Z,2024-11-28T00:24:59Z,2024-10-27T21:46:16Z,2024-10-29T22:50:41Z
learnk8s,spring-boot-k8s-hpa,search_results/learnk8s/spring-boot-k8s-hpa/kube/hpa.yaml,1,autoscaling/v2beta1,False,,Pods,,False,324,2018-05-17T18:04:55Z,2022-03-31T18:43:24Z,2018-05-17T21:42:32Z,2019-11-15T08:59:43Z
mumoshu,helm-x,search_results/mumoshu/helm-x/examples/hpa.strategicmergepatch.yaml,1,autoscaling/v2beta1,False,,,,False,174,2019-04-20T08:58:08Z,2023-04-04T21:12:58Z,2019-05-21T15:49:26Z,2019-05-21T15:49:26Z
msfidelis,kubernetes-kind-setup,search_results/msfidelis/kubernetes-kind-setup/service-mesh/istio/whois-istio.yml,1,autoscaling/v2beta2,False,cpu,Resource,30,False,24,2021-03-24T20:14:16Z,2024-06-11T02:30:24Z,2021-07-12T23:37:40Z,2023-08-27T01:06:17Z
msfidelis,terraformando-eks,search_results/msfidelis/terraformando-eks/kubernetes/apps/pudim.yml,1,autoscaling/v2beta2,False,cpu,Resource,30,False,104,2020-04-18T20:10:11Z,2021-03-21T01:37:11Z,2020-05-02T20:18:07Z,2021-03-21T00:35:47Z
msfidelis,istio-disaster-recovery,search_results/msfidelis/istio-disaster-recovery/talk-linuxtips/02-retry-connection/orders-api.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,False,29,2021-11-04T02:33:43Z,2023-04-28T01:44:24Z,2023-04-27T01:22:48Z,2023-04-27T01:22:48Z
msfidelis,istio-disaster-recovery,search_results/msfidelis/istio-disaster-recovery/talk-linuxtips/00-initial/cc-api.yaml,1,autoscaling/v2beta2,False,cpu,Resource,60,False,29,2021-11-04T02:33:43Z,2023-04-28T01:44:24Z,2023-04-27T01:22:48Z,2023-04-28T01:44:13Z
