repo_name,file_path,url
Ki-Blog/BlogMitDashboard,k8s/BlogDashboard-chart/templates/user/user-hpa.yaml,https://github.com/Ki-Blog/BlogMitDashboard/blob/088ffb773ebdaae2ec0dc93dcdaee4767cbe1870/k8s/BlogDashboard-chart/templates/user/user-hpa.yaml
sbormolini/Ponos,.archive/build/todoapp-helm-chart/templates/hpa.yaml,https://github.com/sbormolini/Ponos/blob/60e6f350c61593be91ab67b0b9c5a89f22d054aa/.archive/build/todoapp-helm-chart/templates/hpa.yaml
Carreira-Mais/helms-carreira-mais,charts/carreiramais-frontend/templates/hpa.yaml,https://github.com/Carreira-Mais/helms-carreira-mais/blob/6fb8c502d53802c0c344e0fe4f1092c00a719a7b/charts/carreiramais-frontend/templates/hpa.yaml
msgoat/cnj-persistence-sql-backend-quarkus,src/main/helm/cnj-persistence-sql-backend-quarkus/templates/hpa.yaml,https://github.com/msgoat/cnj-persistence-sql-backend-quarkus/blob/74a76a361fdff15828df9724069fff6a975dc7fc/src/main/helm/cnj-persistence-sql-backend-quarkus/templates/hpa.yaml
quay/quay-operator,e2e/hpa/03-manage-hpa.yaml,https://github.com/quay/quay-operator/blob/d84a9bf28d16b1e199b4baa549415167d875ef8c/e2e/hpa/03-manage-hpa.yaml
pramilasawant/helloword1,k8s-deployment/java-app/templates/hpa.yaml,https://github.com/pramilasawant/helloword1/blob/4c797aa6f9753b4c7e6dc64c79529e5717c34bf7/k8s-deployment/java-app/templates/hpa.yaml
rommelsinkam/espresso-shop-project,s3yan-espresso-shop-web/templates/hpa.yaml,https://github.com/rommelsinkam/espresso-shop-project/blob/38da728ab7be485174110c6221faad23c72ea7a5/s3yan-espresso-shop-web/templates/hpa.yaml
astrojerms/tjh-infra,helm/charts/tjh-backend/templates/hpa.yaml,https://github.com/astrojerms/tjh-infra/blob/5c084983e6e92197a35332d38a3ac85106a34c79/helm/charts/tjh-backend/templates/hpa.yaml
stack-labs-tech/rex-gcp-k8s,demos/kubernetes-autoscaling/hpa.yaml,https://github.com/stack-labs-tech/rex-gcp-k8s/blob/8e49918cf4044b741bd86bd1dff15c377e6dd7b3/demos/kubernetes-autoscaling/hpa.yaml
NeoSOFT-Technologies/search-as-service,kubernetes/1-solr-node-scaled-to-n-nodes-3-zk/horizontal-pod-autoscaler.yaml,https://github.com/NeoSOFT-Technologies/search-as-service/blob/77e2e82c97ef19a946946e17d880f932ef71a628/kubernetes/1-solr-node-scaled-to-n-nodes-3-zk/horizontal-pod-autoscaler.yaml
HPEEzmeral/ezua-tutorials,demos/fraud-detection/application/helm/templates/hpa.yaml,https://github.com/HPEEzmeral/ezua-tutorials/blob/5da2c6447196c4adc904b7a98472f4e16fac8487/demos/fraud-detection/application/helm/templates/hpa.yaml
IBMStockTrader/account,manifests/deploy-openshift.yaml,https://github.com/IBMStockTrader/account/blob/12680727c0dd321bc4e4c19300162dfd2b0dc6af/manifests/deploy-openshift.yaml
knative/operator,cmd/operator/kodata/knative-eventing/1.15.2/5-mt-channel-broker.yaml,https://github.com/knative/operator/blob/56c9a3eb5559d62ef81ee82e655da42859e02eca/cmd/operator/kodata/knative-eventing/1.15.2/5-mt-channel-broker.yaml
2000TuHuynh2002/OPSWAT-final_trainee_project,materials/backend/modules/EKS/helm/todo/templates/hpa.yaml,https://github.com/2000TuHuynh2002/OPSWAT-final_trainee_project/blob/afbd864be95f9943d6a6f7b8cb33c0d378d6c998/materials/backend/modules/EKS/helm/todo/templates/hpa.yaml
h8r-dev/helm-starter,dotnet/templates/hpa.yaml,https://github.com/h8r-dev/helm-starter/blob/88dc17f50c496416670e29bf40291c4af0304295/dotnet/templates/hpa.yaml
lm-academy/helm-course,subcharts/config-store/templates/hpa.yaml,https://github.com/lm-academy/helm-course/blob/4e01fbc53b7dc20cb945099fe8cd58a59885b905/subcharts/config-store/templates/hpa.yaml
